Timestamp,CO2,TVOC,Temperature,Pressure,Humidity
2024-04-25 22:30:27,400,0,77.4,75799.36,25
2024-04-25 22:30:29,400,0,77.4,75796.67,25
2024-04-25 22:30:30,415,2,77.4,75799.12,25
2024-04-25 22:30:31,407,1,77.4,75799.83,25
2024-04-25 22:30:32,427,4,77.5,75798.55,25
2024-04-25 22:30:33,427,4,77.5,75798.31,25
2024-04-25 22:30:34,460,9,77.5,75798.22,26
2024-04-25 22:30:35,432,4,77.5,75796.94,25
2024-04-25 22:30:36,436,5,77.5,75796.07,25
2024-04-25 22:30:37,427,4,77.6,75797.53,26
2024-04-25 22:30:38,415,2,77.6,75798.22,26
2024-04-25 22:30:39,442,6,77.6,75795.42,26
2024-04-25 22:30:40,436,5,77.7,75789.36,28
2024-04-25 22:30:41,442,6,77.7,75787.35,28
2024-04-25 22:30:42,402,0,77.8,75789.71,27
2024-04-25 22:30:43,400,0,77.8,75794.53,27
2024-04-25 22:30:44,423,3,77.8,75792.39,27
2024-04-25 22:30:45,400,0,77.8,75793.50,27
2024-04-25 22:30:46,400,0,77.8,75793.85,27
2024-04-25 22:30:47,400,0,77.8,75793.69,27
2024-04-25 22:30:48,400,0,77.9,75793.74,26
2024-04-25 22:30:49,400,0,77.9,75791.85,26
2024-04-25 22:30:50,400,0,77.9,75793.58,26
2024-04-25 22:30:51,400,0,77.9,75791.57,26
2024-04-25 22:30:52,400,0,78.0,75793.07,25
2024-04-25 22:30:53,400,0,78.0,75793.72,25
2024-04-25 22:30:54,408,1,78.0,75791.52,25
2024-04-25 22:30:55,443,6,78.0,75792.23,25
2024-04-25 22:30:56,438,5,78.0,75792.03,25
2024-04-25 22:30:57,420,3,78.0,75791.72,26
2024-04-25 22:30:58,526,19,78.1,75790.62,27
2024-04-25 22:30:59,5220,7599,78.2,75790.02,45
2024-04-25 22:31:00,3979,4960,78.2,75792.61,59
2024-04-25 22:31:01,2197,1138,78.3,75792.91,62
2024-04-25 22:31:02,611,32,78.2,75792.94,48
2024-04-25 22:31:03,420,3,78.2,75790.63,39
2024-04-25 22:31:04,400,0,78.2,75790.30,34
2024-04-25 22:31:05,400,0,78.2,75789.32,32
2024-04-25 22:31:06,417,2,78.3,75791.08,30
2024-04-25 22:31:07,420,3,78.3,75792.49,29
2024-04-25 22:31:08,410,1,78.3,75792.89,29
2024-04-25 22:31:09,417,2,78.3,75791.47,28
2024-04-25 22:31:10,439,5,78.3,75792.42,28
2024-04-25 22:31:11,444,6,78.4,75791.42,28
2024-04-25 22:31:12,2707,2230,78.4,75794.60,37
2024-04-25 22:31:13,2963,2768,78.4,75795.39,49
2024-04-25 22:31:14,2283,1320,78.5,75793.76,53
2024-04-25 22:31:15,1524,187,78.5,75792.44,47
2024-04-25 22:31:16,844,67,78.5,75791.80,40
2024-04-25 22:31:17,592,29,78.5,75791.44,36
2024-04-25 22:31:18,410,1,78.5,75790.05,33
2024-04-25 22:31:19,447,7,78.5,75789.83,31
2024-04-25 22:31:20,408,1,78.5,75792.17,30
2024-04-25 22:31:21,400,0,78.5,75792.22,30
2024-04-25 22:31:22,400,0,78.6,75791.20,29
2024-04-25 22:31:23,400,0,78.6,75791.14,28
2024-04-25 22:31:24,415,2,78.6,75792.16,28
2024-04-25 22:31:25,488,13,78.6,75792.59,28
2024-04-25 22:31:26,553,23,78.6,75790.96,28
2024-04-25 22:31:27,531,19,78.7,75792.25,28
2024-04-25 22:31:28,617,33,78.7,75792.95,28
2024-04-25 22:31:29,675,41,78.7,75792.13,28
2024-04-25 22:31:30,640,36,78.7,75791.41,29
2024-04-25 22:31:31,633,35,78.7,75792.61,29
2024-04-25 22:31:32,574,26,78.7,75791.33,29
2024-04-25 22:31:33,500,15,78.7,75792.65,28
2024-04-25 22:31:34,526,19,78.7,75791.69,28
2024-04-25 22:31:35,505,15,78.8,75793.48,28
2024-04-25 22:31:36,472,10,78.8,75790.49,27
2024-04-25 22:31:37,442,6,78.8,75791.10,27
2024-04-25 22:31:38,460,9,78.8,75791.28,27
2024-04-25 22:31:39,531,19,78.8,75789.71,27
2024-04-25 22:31:40,580,27,78.8,75790.11,27
2024-04-25 22:31:41,600,30,78.8,75791.41,27
2024-04-25 22:31:42,520,18,78.8,75792.28,28
2024-04-25 22:31:43,446,7,78.8,75790.35,29
2024-04-25 22:31:44,400,0,78.8,75791.46,28
2024-04-25 22:31:45,444,6,78.8,75791.44,29
2024-04-25 22:31:46,476,11,78.9,75791.52,30
2024-04-25 22:31:47,452,7,78.9,75789.52,31
2024-04-25 22:31:48,1784,432,78.9,75804.82,37
2024-04-25 22:31:49,920,79,79.1,75791.19,40
2024-04-25 22:31:50,726,49,79.0,75791.03,37
2024-04-25 22:31:51,637,36,79.0,75791.21,34
2024-04-25 22:31:52,561,24,79.0,75791.17,31
2024-04-25 22:31:53,566,25,79.0,75790.71,29
2024-04-25 22:31:54,566,25,79.0,75788.71,28
2024-04-25 22:31:55,1747,387,79.1,75795.11,36
2024-04-25 22:31:56,880,73,79.0,75791.42,33
2024-04-25 22:31:57,732,50,79.0,75790.39,31
2024-04-25 22:31:58,674,41,79.0,75789.55,30
2024-04-25 22:31:59,618,33,79.0,75790.42,29
2024-04-25 22:32:00,657,39,79.0,75791.08,28
2024-04-25 22:32:01,774,56,79.0,75791.07,29
2024-04-25 22:32:02,646,37,79.0,75792.16,29
2024-04-25 22:32:03,586,28,79.0,75791.05,28
2024-04-25 22:32:04,572,26,79.1,75792.39,28
2024-04-25 22:32:05,603,30,79.1,75791.52,27
2024-04-25 22:32:06,612,32,79.1,75790.10,27
