Timestamp,CO2,TVOC,Temperature,Pressure,Humidity
2024-04-25 12:06:48,400,0,82.9,75885.72,34
2024-04-25 12:06:49,400,0,82.9,75883.49,34
2024-04-25 12:06:50,400,0,82.9,75883.27,35
2024-04-25 12:06:51,400,0,82.9,75882.03,35
2024-04-25 12:06:52,425,3,82.8,75882.58,35
2024-04-25 12:06:53,442,6,82.8,75882.96,35
2024-04-25 12:06:54,456,8,82.8,75881.91,35
2024-04-25 12:06:55,475,11,82.8,75884.57,34
2024-04-25 12:06:56,480,12,82.8,75883.27,33
2024-04-25 12:06:57,488,13,82.8,75883.42,32
2024-04-25 12:06:58,496,14,82.7,75882.33,33
2024-04-25 12:06:59,470,10,82.7,75882.33,33
2024-04-25 12:07:00,446,7,82.7,75880.02,35
2024-04-25 12:07:01,417,2,82.7,75880.71,36
2024-04-25 12:07:02,425,3,82.7,75882.58,36
2024-04-25 12:07:03,459,8,82.7,75883.46,36
2024-04-25 12:07:04,470,10,82.7,75883.32,35
2024-04-25 12:07:05,500,15,82.6,75883.06,35
2024-04-25 12:07:06,496,14,82.6,75882.71,35
2024-04-25 12:07:07,527,19,82.6,75882.21,34
2024-04-25 12:07:07,556,23,82.6,75881.96,34
2024-04-25 12:07:09,567,25,82.5,75882.08,33
2024-04-25 12:07:10,551,23,82.5,75880.72,33
2024-04-25 12:07:11,542,21,82.5,75882.53,34
2024-04-25 12:07:12,539,21,82.5,75882.46,34
2024-04-25 12:07:13,556,23,82.5,75881.72,34
2024-04-25 12:07:13,567,25,82.5,75883.53,34
2024-04-25 12:07:14,567,25,82.5,75881.46,34
2024-04-25 12:07:16,542,21,82.5,75883.08,35
2024-04-25 12:07:17,527,19,82.4,75880.89,36
2024-04-25 12:07:18,561,24,82.4,75881.16,36
2024-04-25 12:07:18,580,27,82.4,75883.53,35
2024-04-25 12:07:19,580,27,82.4,75883.28,34
2024-04-25 12:07:20,588,28,82.4,75881.77,34
2024-04-25 12:07:21,594,29,82.4,75882.50,34
2024-04-25 12:07:23,594,29,82.4,75880.83,34
2024-04-25 12:07:23,607,31,82.4,75881.53,34
2024-04-25 12:07:24,615,32,82.4,75881.38,34
2024-04-25 12:07:25,640,36,82.3,75883.19,33
2024-04-25 12:07:26,633,35,82.3,75880.44,33
2024-04-25 12:07:27,640,36,82.3,75881.83,33
2024-04-25 12:07:28,633,35,82.3,75879.66,33
2024-04-25 12:07:29,633,35,82.3,75881.15,33
2024-04-25 12:07:30,623,33,82.3,75880.28,33
2024-04-25 12:07:31,623,33,82.3,75880.53,33
2024-04-25 12:07:32,640,36,82.3,75879.19,33
2024-04-25 12:07:33,633,35,82.3,75880.16,33
2024-04-25 12:07:34,603,30,82.2,75880.74,34
2024-04-25 12:07:35,640,36,82.2,75880.60,34
2024-04-25 12:07:36,650,38,82.2,75880.49,33
2024-04-25 12:07:37,623,33,82.2,75881.60,34
2024-04-25 12:07:38,556,23,82.2,75881.94,36
2024-04-25 12:07:39,551,23,82.2,75880.89,37
2024-04-25 12:07:40,567,25,82.2,75879.08,37
2024-04-25 12:07:41,594,29,82.2,75880.39,36
2024-04-25 12:07:42,556,23,82.2,75879.94,37
2024-04-25 12:07:43,556,23,82.1,75879.68,38
2024-04-25 12:07:44,577,26,82.1,75879.44,38
2024-04-25 12:07:45,607,31,82.1,75878.63,37
2024-04-25 12:07:46,643,37,82.1,75879.11,36
2024-04-25 12:07:47,671,41,82.1,75878.93,36
2024-04-25 12:07:48,650,38,82.1,75881.12,36
2024-04-25 12:07:49,643,37,82.1,75880.46,36
2024-04-25 12:07:50,640,36,82.1,75879.69,36
2024-04-25 12:07:51,615,32,82.0,75880.34,36
2024-04-25 12:07:52,603,30,82.0,75881.66,37
2024-04-25 12:07:53,623,33,82.0,75878.93,36
2024-04-25 12:07:54,633,35,82.0,75879.53,35
2024-04-25 12:07:55,640,36,82.0,75878.75,35
2024-04-25 12:07:56,643,37,82.0,75879.59,35
2024-04-25 12:07:57,678,42,82.0,75880.77,35
2024-04-25 12:07:58,686,43,82.0,75879.60,35
2024-04-25 12:07:59,678,42,82.0,75881.42,34
2024-04-25 12:08:00,686,43,81.9,75880.66,34
2024-04-25 12:08:01,686,43,81.9,75879.35,34
